Episode,Reward
224,28.12551767121613
225,-15.491908065176741
226,-7.105203592438116
227,4.289314451396618
228,63.70832832008931
229,59.48280315774128
230,-10.553136131152165
231,75.55361915676933
232,-56.735558605583954
233,-8.28873744623894
234,7.8442168775668835
235,27.02732070252732
236,-34.41571833544235
237,-4.36009009757517
238,22.14736283327991
239,-53.796517347643
240,-27.421898380260018
241,94.87785763119054
242,-16.902831322509705
243,33.5953530569699
244,61.85213040099321
245,-95.12316621570979
246,62.543749173988815
247,57.48819120976933
248,81.48183428287109
249,54.85541747078823
250,89.80767287358076
251,85.79363825590497
252,-296.7626084803492
253,100.2625980747211
254,66.27095397535959
255,59.93960338304471
256,-154.3374502927379
257,101.41734343133831
258,76.3132040674521
259,85.52413424312027
260,102.759628094001
261,-131.1078181319836
262,71.36143478991359
263,-241.00854488664632
264,88.83591809475551
265,90.3537523723685
266,85.75022562773943
267,101.6526600788111
268,-166.69658542700486
269,109.03027820158887
270,-335.3458673682225
271,98.09299572249918
272,-193.38979174877767
273,54.61314999824939
274,112.0196025453389
275,93.742215078314
276,49.64051146885281
277,118.64440141306554
278,126.228069334121
279,78.110407489316
280,15.117024093541692
281,80.17968792558126
282,64.19038995847512
283,143.11703584208632
284,81.2131499849124
285,15.076238847369728
286,46.034060005038704
287,117.75533591752172
288,3.5587273047078725
289,102.20537258142062
290,58.80578548842293
291,50.092156051551974
292,132.83004198993362
293,134.94372702271738
294,102.1394659234925
295,-4.815555228144802
296,99.30624377159111
297,110.37817954346065
298,87.45565126462826
299,118.4004087384805
300,80.58221439702082
301,0.934784393268373
302,91.43363078246094
303,108.57596108481634
304,127.51791982125691
305,-48.536819959125154
306,46.2308328534737
307,37.62854512723213
308,113.84620792692259
309,82.16274711673427
310,71.50211026992541
311,-66.8603040124828
312,19.17917092445135
313,68.86619691203356
314,62.52605630237263
315,6.5429521645187965
316,-12.964128124643977
317,153.24490782199524
318,81.71033462487433
319,88.39017123917472
320,78.04365638090849
321,151.60195553783663
322,75.32504133278155
323,210.18057249529667
324,160.73500202394766
325,99.66164345695566
326,12.268586668167218
327,104.45946848146406
328,60.44596659304885
329,161.52808264509372
330,291.05297732015
331,158.92469057445356
332,61.85234537817361
333,111.61218509544564
334,105.48932247956365
335,125.58437942757763
336,121.42248547027978
337,220.71865512158843
338,21.12401234726815
339,7.0463752002055315
340,13.348001608051106
341,174.91867952763732
342,268.3542733571488
343,251.88988776070025
344,257.3196207206418
345,280.179587019329
346,127.38962929212798
347,251.41273371181697
348,261.9382443494886
349,251.66136141703151
350,202.94799453680102
351,227.3126972244915
352,94.82103822797244
353,159.56479201764006
354,139.48446718935088
355,233.05159123974067
356,173.6752159517817
357,156.07319585431154
358,250.45177011303687
359,128.8307762408847
360,215.9111702597941
361,-37.89528961454209
362,9.513518942814713
363,92.22858158025278
364,160.9206195753398
365,260.9205586401914
366,21.73510115199676
367,151.3528482171094
368,237.1734163345103
369,94.5684106932504
370,53.20974856347783
371,261.97705714810365
372,274.4501969933953
373,44.41864334483361
374,248.76866649575913
375,116.76949292241038
376,214.34348840186857
377,51.320007436225026
378,215.68552845622696
379,256.9673286639247
380,27.705484432043022
381,238.40838396413787
382,31.96233139785022
383,277.8945288317411
384,-3.700088758668329
385,244.71885678361906
386,238.51960111238205
387,60.110410993836055
388,135.55761089149718
389,16.439784141156807
390,228.59203451199122
391,197.2048097375624
392,103.90510537455192
393,223.74103066879908
394,197.85325292947576
395,240.2537210519414
396,-12.579072858323556
397,204.4075693405287
398,232.72726547927164
399,28.522429098179742
400,263.9530034918628
401,207.7323107799577
402,212.69886168603
403,235.50923467098013
404,220.665597306868
405,254.2178949149457
406,241.730392562868
407,179.4873430427837
408,-364.46475924164946
409,239.68297701252678
410,96.67672742527286
411,271.40003467617817
412,4.78535971245141
413,173.3248763000724
414,306.7848151750644
415,224.36375779156458
416,225.1748303590632
417,-37.71551642796299
418,-184.4475623144856
419,200.307107353912
420,266.9802750957986
421,234.14392407778683
422,-6.946126061339246
423,236.9651462934345
424,269.50284994891376
425,255.11796161051578
426,243.50029985906104
427,172.52042839338327
428,218.05795053772943
429,228.46557262918654
430,233.50685501140427
431,90.24466054556137
432,211.40758367136164
433,231.37240661859062
434,217.31735926552219
435,-24.757429904626918
436,205.94639673723736
437,219.1640547382778
438,210.1617109066105
439,274.9538534676528
440,200.6192775878655
441,193.14991488014016
442,46.507461419159995
443,217.70839015076623
444,251.09027009585293
445,221.92623447515112
446,202.78406125190173
447,228.5007161463506
448,218.93783482761808
449,216.03476173606686
450,248.20875357172656
451,230.52623868900574
452,287.1730087489153
453,253.7781075248149
454,264.38354560896227
455,271.25041798892823
456,252.44685478630254
457,220.08257412944943
458,268.4166933271782
459,-1520.7794336543404
460,232.6283741508084
461,184.49974849434096
462,258.2187965291203
463,48.616837765275584
464,255.52060155035326
465,39.08525937740694
466,188.39924682325707
467,243.72942164331567
468,223.03396991339807
469,204.73112035686432
470,190.76137744604057
471,246.5483282280089
472,266.8645850945941
473,199.24188717372084
474,273.5040060747589
475,220.31935318901088
476,306.6568187661294
477,221.79487599134956
478,238.10788802445052
479,188.2675636760862
480,99.75997394956829
481,233.1445822841035
482,255.22383280333418
483,255.80945996976985
484,235.87592981984704
485,212.66277756146127
486,199.24286387573636
487,249.63804522197094
488,236.6398541776713
489,218.83199473407012
490,235.03138792113458
491,250.80361928908124
492,206.83121099074822
493,-344.808515868399
494,231.51402881802778
495,263.70603723981264
496,254.6255380190166
497,228.9542017365203
498,223.10550413862984
499,191.2885685128162
500,249.00393636128055
501,234.60951540044763
502,183.20844875324332
503,269.1815557145977
504,205.70153122737378
505,236.38948267232314
506,251.82228760518163
507,217.80747146100717
508,252.4884590318281
509,237.8869462832939
510,228.47530653204814
511,259.01680364584695
512,238.40745617488187
513,246.3408510939305
514,221.68300507535133
515,239.87583267382374
516,241.14816634027548
517,251.57146803761208
518,239.24364313345086
519,239.85349753117185
520,245.17021791758822
521,204.39037377471792
522,260.5160343702248
523,129.95601841848963
524,256.0206187718368
525,266.3783138888995
526,235.88654674338562
527,233.5459329965642
528,233.68816711514881
529,19.24105700416939
530,229.72964878342623
531,255.5125073712953
532,250.88487857461928
533,262.8581587405445
534,230.19791936634132
535,-273.5809452372547
536,219.26295808902773
537,218.4849539002529
538,225.66866069605777
539,253.81250700383518
540,250.54092806864162
541,232.68759466638676
542,227.6062108238541
543,270.5891644572861
544,260.1856237025069
545,235.4939880631089
546,217.85896972746474
547,228.94065402229506
548,210.97937949999772
549,240.44923469869053
550,82.64329098692403
551,250.0341844116091
552,184.4712570961811
553,226.8206292556945
554,228.8963426190149
555,-94.39291337057003
556,281.0763146000828
557,-197.21010579525858
558,-185.19035981454778
559,239.29498057167524
560,258.06839979857523
561,228.31145875642108
562,231.95431663837422
563,201.6626471952502
564,231.0863584530403
565,209.75952444087778
566,233.99823258065499
567,219.96721518432832
568,241.76047352264868
569,265.9424917648604
570,251.83222620917974
571,234.10730795471284
572,269.3715612709969
573,226.34689224183504
574,259.89331921323435
575,-263.73410172500996
576,189.5442898659286
577,285.6078870921792
578,248.14347719855076
579,260.7648675227836
580,259.4553939014784
581,230.83199894400832
582,230.9585608719663
583,234.96810463039344
584,276.54606097630585
585,240.45345794493304
586,255.8105055144756
587,204.22533357714775
588,242.22422295016554
589,264.1054394381541
590,219.3509529984478
591,226.85481902221755
592,251.0698804305688
593,216.99213717963897
594,247.17354399953183
595,241.20933126856463
596,244.48251097420854
597,244.71146073523806
598,223.3840598847443
599,222.875644748388
600,226.276215505165
601,203.9415116734292
602,253.9081212752085
603,288.12471076695863
604,222.96943549065452
605,270.78706975380567
606,241.84126977971766
607,237.6093811232859
608,240.10334142041603
609,240.80980123224077
610,256.5275645775623
611,270.57492929720684
612,261.3494966954569
613,235.6971739142628
614,249.1370876575436
615,251.24134499488844
616,240.6192309122198
617,257.9784996577468
618,197.396346073983
619,204.1195760857451
620,223.64125319791492
621,249.61460198461566
622,260.82651115833596
623,274.1408346321173
624,237.3359766958431
625,250.3616494271338
626,216.06990819516326
627,215.70662932769508
628,222.69230778633073
629,211.52737981537274
630,258.7115855894425
631,307.6307765026859
632,228.28680463614995
633,248.37296376696068
634,269.8656641308172
635,238.4202568429102
636,189.47135655839946
637,255.03237156200953
638,173.32293326095646
639,254.0106923012164
640,188.53480152677434
641,223.31664261250006
642,217.78202427165198
643,185.5385221822218
644,240.40299809297656
645,290.2498187432599
646,236.17697735910315
647,194.25886770397318
648,237.89692388135927
649,174.58970340971635
650,256.8672975436927
651,226.78428809664229
652,242.91561692371656
653,46.460751971699224
654,249.10843888900553
655,236.07351384498375
656,252.73439344664524
657,261.64152163400587
658,281.7726602585915
659,156.24853023102895
660,204.93737508128515
661,239.53897346203297
662,263.3013956134739
663,205.21890952458267
664,226.27386035821758
665,256.75339966394745
666,254.06622822161717
667,212.9532110184568
668,235.76374473096195
669,278.019450991635
670,237.54683234317818
671,206.36065977756942
672,219.22394152387722
673,236.1014508704145
674,232.90338200240245
675,266.8389399119842
676,287.8215296588538
677,286.1399442080531
678,252.31225842153546
679,245.8788610212502
680,284.37140634062155
681,232.79360786867088
682,252.38039318135026
683,257.49143010356806
684,250.10264858526844
685,257.77795150162217
686,237.10616024863916
687,305.2700420206909
688,240.80516072257558
689,259.7787500016185
690,260.43268055092904
691,234.51656925323257
692,262.59893306108034
693,240.56794970913734
694,270.6952507588377
695,222.55898631080464
696,248.13213159423083
697,246.76161615120046
698,213.12090898973628
699,270.52007685767296
700,257.62651901262007
701,271.1342172712917
702,252.9942695878639
703,253.86652336634796
704,235.54974958780656
705,-83.91838363081321
706,261.24535535836844
707,293.4601576413575
708,260.80399167082476
709,270.2902787663411
710,289.84439551229224
711,254.06978838194647
712,273.30238915168036
713,255.47600903777683
714,269.527173997791
715,-275.22964844386576
716,267.6872981509318
717,244.62212897391572
718,276.32408364371963
719,305.3623663218401
720,294.0960684614712
721,251.3378881174587
722,275.8186135449377
723,254.6867349246723
724,219.03485385760234
725,276.32498149258936
726,204.27906249469982
727,250.93267326917368
728,242.3006201782589
729,206.3474961969371
730,298.4201455818712
731,285.1673959250404
732,266.6126313701675
733,262.3822090212632
734,276.3263428869707
735,249.0706535341628
736,271.2786377095606
737,263.8616629010353
738,272.70214780320214
739,277.546831896946
740,259.3882553417295
741,278.1649501594102
742,239.69932480081977
743,273.3427960877922
744,250.7743259964743
745,231.11634997950196
746,250.31818628809822
747,236.42075684889252
748,295.6437226062236
749,230.53645471317873
750,18.121612577619203
751,283.6559788303896
752,238.003666843953
753,274.7344239979195
754,282.89037677235785
755,284.26612009855995
756,242.0628518407005
757,244.35641588741794
758,240.53145225648746
759,245.10824298457834
760,255.8744474330595
761,275.0986662916629
762,260.47692240633495
763,251.3156477306607
764,230.21377966260653
765,273.18006364722595
766,270.17549969101367
767,115.72625680669242
768,254.48978609636893
769,283.39279848777767
770,229.46765647454592
771,250.59948167606373
772,288.9037929327332
773,266.52270835716934
774,232.78867971915474
775,266.2486981996391
776,228.38567952223704
777,251.57470374026312
778,249.50484992584887
779,256.18859794454227
780,278.76338243913347
781,276.6628946962239
782,233.37593510475807
783,292.1831737516571
784,249.72743540216865
785,194.03309903725645
786,229.22790581843915
787,297.0910288341565
788,277.8861622715639
789,277.1476193074333
790,237.87358090366962
791,275.9379767786247
792,246.47481885049032
793,246.75785689454554
794,272.92364025702875
795,234.37266471318244
796,207.9816599200646
797,235.22509539930033
798,232.4216291028534
799,248.9460089807365
800,253.86327030776602
801,281.2899258701286
802,237.18003019001117
803,24.751872688254323
804,235.37438440128807
805,274.1206128133564
806,259.6090945959436
807,254.71641363618218
808,81.16187045094439
809,262.11189932787835
810,276.05526184188557
811,-47.85528112148323
812,8.361626923814796
813,255.8300595744049
814,235.43326867591472
815,266.3461494940774
816,270.3202125507444
817,203.78110737470948
818,227.25113643638136
819,271.7650752772559
820,224.88293633360212
821,141.81165398614036
822,246.32640374022296
823,-170.37407211154488
824,260.97608763768744
825,279.8916425263969
826,276.45724911701745
827,220.296499153019
828,249.60099378540897
829,253.23897061517056
830,243.45159113971687
831,268.44834762512664
832,201.54397358412703
833,220.11313983666858
834,206.11495653331644
835,228.3169343871588
836,189.58683889192494
837,218.63857802837677
838,284.5396991831758
839,259.03836025234745
840,184.63610404459254
841,273.4169458210789
842,4.079213046047763
843,215.14320084950256
844,263.86229747954695
845,268.60816080888355
846,259.96152816156314
847,227.9978066881322
848,206.79862383689965
849,197.28293446733687
850,242.21918975088303
851,43.484984216518114
852,265.34651369910523
853,212.77638835461335
854,217.3113269352242
855,263.2023472494959
856,252.31330246562226
857,229.30603330058872
858,298.9167561710849
859,246.33099521334282
860,272.4182754328348
861,254.39604332940056
862,225.07595331544957
863,271.3915309080963
864,231.19451710806032
865,265.2978183242286
866,224.4305343068758
867,259.1250917011396
868,271.6713906043227
869,261.4097031930586
870,280.82690634174367
871,214.84118691084421
872,297.48940211947706
873,294.4654868762922
874,279.61670054332234
875,253.78613166677815
876,274.417565089924
877,225.94097184846106
878,274.46580142359585
879,241.3708928358244
880,245.6731051749721
881,293.0121910269953
882,275.32370030735797
883,278.1524962020581
884,248.38005037326863
885,245.02909085207386
886,239.9117466612477
887,268.2264462347175
888,237.55499238673633
889,256.93911839606227
890,253.09372332988005
891,281.8173486174881
892,227.17503197854998
893,271.1677170579439
894,234.53316155240077
895,278.73899881148253
896,262.97458883825254
897,232.31008747184748
898,209.6894761034058
899,250.5134131251969
900,251.83888380044706
901,267.02427043878663
902,-144.59584104668258
903,226.1948185351801
904,236.51951421682128
905,-86.38840428983283
906,206.3067001942222
907,290.3090949795731
908,258.67751284871247
909,190.28021558313338
910,271.04422948092156
911,219.68932995161663
912,298.4718223089014
913,271.35004568601283
914,277.11135883841933
915,277.5070130063267
916,262.22752383141824
917,270.3537595582475
918,257.5661100712447
919,226.40228001892532
920,256.055115338096
921,219.69421262309623
922,226.92782702964257
923,244.5041731475732
924,258.07086210500955
925,235.25270196219353
926,219.28409634665283
927,243.33125957047451
928,224.6207404760166
929,265.25212834848503
930,255.6788372838677
931,261.9068870586426
932,269.0995024171586
933,207.41227718372576
934,245.12412354173327
935,238.91899946346527
936,276.0074202378829
937,271.9621314664038
938,278.86646082675986
939,244.0998179651674
940,280.5415804221791
941,278.91711393781867
942,239.12872749422644
943,270.81706106173056
944,261.89113704509606
945,277.2998739379294
946,271.4920120599854
947,269.91518264932705
948,285.8490014791249
949,249.6745975071019
950,279.19906989288756
951,293.70217840923885
952,247.207762816031
953,264.31840954157104
954,261.6870152546678
955,265.3397173960003
956,126.20728699571865
957,263.73725375441035
958,255.09446632777255
959,243.41851540787448
960,252.12814987921274
961,223.74769249881516
962,278.9697286866206
963,222.31680281540974
964,249.86784683888988
965,285.0762673936716
966,266.8785855628703
967,269.6707740253287
968,311.54089009102745
969,272.135653292353
970,272.83716281345517
971,234.97566446897
972,264.5761652824257
973,285.4331495709479
974,288.9992122859235
975,297.8200352144315
976,253.6246509320046
977,228.4146362787406
978,255.36598050684776
979,240.9800051904451
980,226.49653370900825
981,261.07046436090434
982,259.9745393826362
983,266.37544428773896
984,260.4936547681325
985,249.68660384438613
986,281.14844867502495
987,282.2043421573063
988,252.8312913726213
989,256.8915224875712
990,272.25801733272897
991,277.412615119291
992,289.2046444803442
993,276.9844915713871
994,277.38959908484804
995,269.2417341759908
996,282.39385858525765
997,308.6288852206901
998,288.458281044449
999,272.4736512598396
1000,255.0464263729172
1001,254.94340543615596
1002,244.6763162290328
1003,250.24550380855885
1004,240.92411914302798
1005,273.1626776311149
1006,261.66493025607224
1007,187.2010864749964
1008,266.31353914110946
1009,280.912109770759
1010,279.38555794776744
1011,213.62987752721563
1012,265.01916046750216
1013,244.9348822615606
1014,262.16278021022674
1015,229.31220451854838
1016,-37.9205350099551
1017,245.74191572468618
1018,-301.62775188437763
1019,304.1318511338173
1020,267.0773305519863
1021,301.61876717219366
1022,245.00520219085948
1023,240.68098817864959
1024,240.51919569028385
1025,247.39748485907108
1026,282.1521351227035
1027,-226.82901616902535
1028,190.38127729778174
1029,263.33803479819403
1030,246.25299542267638
1031,264.9690143197755
1032,271.5328932560294
1033,239.75610921094898
1034,233.89874276877026
1035,258.8893604761431
1036,282.4506304877199
1037,262.76676262256717
1038,231.1161580336381
1039,261.5814764552098
1040,271.7090479946406
1041,247.98652678231107
1042,252.24081710602738
1043,282.31935403753295
1044,263.82306703599977
1045,266.2378968570638
1046,262.3643294528797
1047,226.61425397845312
1048,257.28530356370493
1049,4.728198249793039
1050,259.5696389194594
1051,257.46027178254803
1052,225.90758422691326
1053,256.08857910830267
1054,274.4994999392087
1055,274.7152110151843
1056,226.93556260881894
1057,250.60522053972264
1058,240.89173444194012
1059,275.31867902206443
1060,274.68280061106896
1061,201.95314800538938
1062,257.51176469522835
1063,268.9545922892499
1064,278.8380687674969
1065,265.753601187933
1066,240.35381525094297
1067,261.63928162292456
1068,243.91425266770636
1069,272.17325235633723
1070,276.90394958745065
1071,267.777083732468
1072,290.3588177944178
1073,276.2543264498105
1074,268.0139419402435
1075,230.08101460664966
1076,303.69423277346215
1077,289.79002883045735
1078,237.92709919718885
1079,244.39862556008518
1080,228.5436666451008
1081,228.8287655256097
1082,200.75270464184302
1083,267.03154839895967
1084,279.4176765007803
1085,258.89552672644857
1086,244.320517303782
1087,-590.9533061065086
1088,267.5327087530991
1089,226.1720955179057
1090,240.90578514881756
1091,259.3030676895043
1092,258.1040023269621
1093,288.3855756540704
1094,264.5450734804642
1095,221.79918945549775
1096,276.51442754790617
1097,273.8087237415107
1098,154.2866765447694
1099,241.16425608320083
1100,260.75375083882454
1101,252.6865959951235
1102,236.1028336456303
1103,265.04467244807137
1104,273.84590940419935
1105,-235.18012367301665
1106,273.4481648894693
1107,263.9198455499168
1108,235.19551582819747
1109,249.98753314886477
1110,242.38384819943252
1111,230.07357214770934
1112,224.9873501220872
1113,247.75891562339567
1114,264.05859411353055
1115,258.1720187605405
1116,251.07388792244697
1117,267.87801245228206
1118,240.8675229850699
1119,283.5532595569192
1120,265.20558774330823
1121,253.9963049425886
1122,261.15971944036846
1123,228.20586767977218
1124,298.49912671880236
1125,263.7632398040722
1126,288.57655107450853
1127,252.87410345551362
1128,280.3255230269999
1129,245.4372300936158
1130,296.2716260686191
1131,250.60396023175224
1132,258.0316587641664
1133,215.5371368557809
1134,264.7673341665993
1135,263.4088210407415
1136,267.9379681937231
1137,254.48928839082313
1138,275.9149049389632
1139,26.234968344373016
1140,293.3044964374333
1141,250.9406739690999
1142,262.337540624402
1143,267.2704392291839
1144,-187.25486369718038
1145,245.1641773123821
1146,262.7422036330863
1147,226.7579706181404
1148,262.3063752738424
1149,237.9757463427679
1150,247.72530456654448
1151,277.86465597582105
1152,248.7498274533434
1153,247.99658085291637
1154,292.5591390050224
1155,254.80425220787208
1156,253.6732850082705
1157,243.63901127159383
1158,248.04597142061783
1159,287.69825179966773
1160,267.08737758780615
1161,260.9364091666065
1162,233.85876088838194
1163,294.5905962094185
1164,256.91730420732404
1165,273.09271142401775
1166,174.0833253476407
1167,193.41108837846673
1168,275.58572176975883
1169,286.1425223483874
1170,269.3083437948225
1171,281.64526283402404
1172,255.80319940900412
1173,221.1429168113143
1174,214.15602623879838
1175,286.4887683583053
1176,269.31498855984154
1177,248.20100810803837
1178,257.33596776872486
1179,278.61159852378785
1180,238.5941454832755
1181,232.61221186268043
1182,287.74509911332643
1183,301.8597966957025
1184,273.0160922259142
1185,293.9842635749404
1186,262.62499660991705
1187,216.59269627908657
1188,288.3176163250266
1189,249.14991933491086
1190,287.6401951252062
1191,256.6516753465908
1192,252.2684417855153
1193,286.1452254737198
1194,254.2710432156021
1195,253.00380038991517
1196,265.0896005979307
1197,260.42274509839035
1198,277.2253109603257
1199,261.39038582379334
1200,284.9855114411351
1201,245.12528139760354
1202,250.40847409866493
1203,262.1991434535909
1204,218.77527274413393
1205,260.5971196563612
1206,227.6205138422653
1207,213.71921869940581
1208,246.7432750572519
1209,245.68812630772055
1210,251.50079000005266
1211,257.8694394671153
1212,244.5941542128777
1213,237.88479407107258
1214,250.61309911409498
1215,273.9373645157523
1216,206.4939486308081
1217,252.64162089386252
1218,282.0455546212065
1219,224.78715817497738
1220,238.3997278259955
1221,246.0898332991155
1222,237.27632582257044
1223,270.6012974671032
1224,244.78193196195875
1225,261.6210629255796
1226,279.55607691204943
1227,276.5740999420748
1228,243.3982689746128
1229,238.56671167320255
1230,278.01409024671614
1231,251.60906266275109
1232,270.33278857532537
1233,276.14774696631616
1234,256.8028937034411
1235,270.04571040530504
1236,261.00352451291684
1237,251.68706502290343
1238,259.9101785777883
1239,236.21209571098672
1240,216.95611697126634
1241,257.42123526058333
1242,292.3015009592616
1243,260.9282014266616
1244,260.53251879584013
1245,259.2888698001183
1246,255.0237381187135
1247,234.40069313934643
1248,256.60579286677483
1249,253.09839294816612
1250,272.3491653995293
1251,261.97565944192513
1252,293.56680310547233
1253,258.62265383668756
1254,267.51720887623435
1255,262.2539523622668
1256,268.5745581787457
1257,247.12325555806135
1258,236.35664329029953
1259,249.31396191499385
1260,288.2132262492506
1261,250.20716252074325
1262,218.83999017253112
1263,265.0422948994176
1264,233.29633667627354
1265,234.58400658312158
1266,233.97138434797273
1267,205.71464984085117
1268,266.7420971695372
1269,236.46492341297474
1270,255.69230950322873
1271,261.41732821479593
1272,250.05234915173563
1273,216.8929014554085
1274,294.8968693494842
1275,267.6591302418556
1276,288.09420130418425
1277,263.4425454374832
1278,261.15291421392806
1279,285.80767273655084
1280,246.9072809561076
1281,250.3186224275431
1282,243.91987271436466
1283,255.3797303060908
1284,247.43356425462747
1285,242.8166223229558
1286,249.50587173127593
1287,239.12288071760457
1288,240.4387489504279
1289,252.53663798359213
1290,239.5084159423523
1291,239.3022373719559
1292,283.52230443488304
1293,239.9199836811289
1294,255.47163306390453
1295,247.07541905901516
1296,268.25576480051495
1297,276.9308230493634
1298,272.98892697078895
1299,251.5759067146609
1300,279.6953618217684
1301,244.84331023320394
1302,269.0320242213078
1303,285.9821269213353
1304,18.102638924481553
1305,245.9696336765397
1306,253.48202907286733
1307,250.31130900310762
1308,240.5296938351848
1309,227.8400166488712
1310,193.92323609811612
1311,226.94866363562295
1312,262.4365791968049
1313,242.85340395679185
1314,255.05740858209543
1315,16.737342233524686
1316,236.85685338615266
1317,-0.47287613085595126
1318,226.63458605206077
1319,253.84425336159984
1320,284.59244203852063
1321,236.8011449168975
1322,254.09105881934963
1323,289.84317052413917
1324,292.9969606532913
1325,246.69815176230853
1326,274.4191834610657
1327,261.44917991169825
1328,304.7964232223703
1329,289.43470819933043
1330,286.0173703756208
1331,181.04123302175225
1332,40.15532258845667
1333,289.6687122652661
1334,288.8618937940156
1335,240.0527703410556
1336,211.38025316844693
1337,283.74690709138713
1338,238.0355925478657
1339,260.12022056759776
1340,290.8017015249391
1341,243.5097891691528
1342,274.9813405964901
